Date,Event,OB,Penalty,Total,Score,Out,In,Gon-Patt+36,1st,2nd,green,approach,Double Total,3 shot in 100,Total,Score,,1,Teeing番手,結果,GIR番手,結果,Hazard,Pin位置,歩数,Patt数,Patt数,2,Teeing番手,結果,GIR番手,結果,Hazard,Pin位置,歩数,Patt数,Patt数,3,Teeing番手,結果,GIR番手,結果,Hazard,Pin位置,歩数,Patt数,Patt数,4,Teeing番手,結果,GIR番手,結果,Hazard,Pin位置,歩数,Patt数,Patt数,5,Teeing番手,結果,GIR番手,結果,Hazard,Pin位置,歩数,Patt数,Patt数,6,Teeing番手,結果,GIR番手,結果,Hazard,Pin位置,歩数,Patt数,Patt数,7,Teeing番手,結果,GIR番手,結果,Hazard,Pin位置,歩数,Patt数,Patt数,8,Teeing番手,結果,GIR番手,結果,Hazard,Pin位置,歩数,Patt数,Patt数,9,Teeing番手,結果,GIR番手,結果,Hazard,Pin位置,歩数,Patt数,Patt数,,10,Teeing番手,結果,GIR番手,結果,Hazard,Pin位置,歩数,Patt数,Patt数,11,Teeing番手,結果,GIR番手,結果,Hazard,Pin位置,歩数,Patt数,Patt数,12,Teeing番手,結果,GIR番手,結果,Hazard,Pin位置,歩数,Patt数,Patt数,13,Teeing番手,結果,GIR番手,結果,Hazard,Pin位置,歩数,Patt数,Patt数,14,Teeing番手,結果,GIR番手,結果,Hazard,Pin位置,歩数,Patt数,Patt数,15,Teeing番手,結果,GIR番手,結果,Hazard,Pin位置,歩数,Patt数,Patt数,16,Teeing番手,結果,GIR番手,結果,Hazard,Pin位置,歩数,Patt数,Patt数,17,Teeing番手,結果,GIR番手,結果,Hazard,Pin位置,歩数,Patt数,Patt数,18,Teeing番手,結果,GIR番手,結果,Hazard,Pin位置,歩数,Patt数,Patt数
10/19/2024,"風強い。#5,#8はUnlucky。#12は3U風で２発OB",2 ,0 ,2 ,84 ,41 ,43 ,3 ,1,0,0,2,3,0,3,0,,4,3U,F,9,GO, r-yard:118,2,2,2,2,4,1W,→,P,GO, r-yard:92,4,1,1,3,5,3U,F,0,GO, r-yard:88,2,12,2,3,3,,,5,GO, r-yard:174,3,7,2,1,6,1W,?,0,?, r-yard:90,3,1,1,5,5,1W,?,7,↑, r-yard:143,3,1,1,4,3,,,0,GO, r-yard:100,4,10,2,1,7,1W,F,3U,→, r-yard:164,2,8,3,4,4,5W,F,9,GO, r-yard:116,1,6,2,2,,4,,,6,→, r-yard:154,1,5,2,2,5,1W,↓,0,GO, r-yard:30,3,4,2,3,8,3U,LOB,P,GO, r-yard:120,3,6,2,6,4,1W,F,7,GO, r-yard:138,1,3,2,2,5,1W,F,7,GO, r-yard:138,1,13,2,3,5,1W,F,6,?, r-yard:150,4,3,2,3,4,1W,F,0,GO, r-yard:74,3,2,2,2,3,,,8,←, r-yard:143,2,1,1,2,5,1W,F,9,GO, r-yard:106,1,4,2,3
10/6/2024,4回目クラブ選手権予選突破5位。ExtraはOut40 Birdie(1) Pattが異次元に入りまくり。,1 ,0 ,1 ,78 ,39 ,39 ,1 ,1,0,0,0,1,0,1,1,,4,3U,F,8,GO, r-yard:135,2,8,2,2,4,1W,F,0,GO, r-yard:92,2,2,1,3,4,3U,F,0,GO, r-yard:83,2,3,2,2,2,,,5U,GO, r-yard:197,3,6,1,1,6,1W,←,0,?,B r-yard:90,1,9,3,3,5,3U,?,5U,GO, r-yard:165,1,15,2,3,3,,,0,GO, r-yard:100,4,8,2,1,5,1W,F,0,GO, r-yard:82,1,15,2,3,6,1W,ROB,6,?, r-yard:152,3,3,1,5,,3,,,5U,GO, r-yard:171,3,3,1,2,4,1W,F,9,GO, r-yard:112,3,15,2,2,4,1W,F,9,GO, r-yard:135,4,16,2,2,5,1W,F,7,GO, r-yard:138,3,8,3,2,6,1W,F,9,?, r-yard:118,1,2,1,5,5,1W,F,6,←, r-yard:151,4,2,1,4,4,1W,→,P,GO, r-yard:105,3,12,2,2,3,,,7,→, r-yard:151,3,3,1,2,5,1W,F,0,GO, r-yard:82,3,8,2,3
10/3/2024,"クラブ選手権意識した。番手#3 102 P=>50, #8 115 P=>9, #12 162 8=>7",1 ,0 ,1 ,82 ,42 ,40 ,8 ,1,0,1,0,2,1,3,1,,5,3W,F,0,?, r-yard:101,1,3,2,3,4,1W,F,0,GO, r-yard:61,1,17,2,2,5,3U,F,P,GO, r-yard:102,3,10,3,2,3,,,6,GO, r-yard:167,1,3,2,1,5,1W,F,60,?, r-yard:61,2,4,2,3,7,3U,F,4,GO, r-yard:90,3,25,3,4,3,,,4,GO, r-yard:74,2,10,2,1,5,1W,F,P,GO, r-yard:115,3,14,2,3,5,5W,?,6,?, r-yard:150,2,12,2,3,,4,,,5,GO, r-yard:164,3,25,3,1,5,1W,F,9,?, r-yard:116,3,2,2,3,5,3W,F,8,GO, r-yard:162,3,22,3,2,4,1W,F,7,GO, r-yard:142,1,5,2,2,4,1W,F,5,GO, r-yard:157,3,14,1,3,4,1W,←,9,GO, r-yard:116,3,14,2,2,6,1W,ROB,P,GO, r-yard:105,3,2,2,4,3,,,7,GO, r-yard:145,3,11,2,1,5,1W,F,7,←, r-yard:138,3,1,1,4
9/21/2024,風強い。#1 5Iは短い番手で、力んでシャンクしがち,2 ,0 ,2 ,85 ,44 ,41 ,4 ,1,0,2,0,3,2,5,0,,8,5I,LOB,7,↓, r-yard:145,2,6,3,5,4,1W,F,4,GO, r-yard:60,3,12,2,2,5,3U,F,9,↓, r-yard:115,2,6,1,4,3,,,5,?, r-yard:167,2,2.5,1,2,5,5W,←,0,?, r-yard:102,4,1,2,3,5,3U,F,4,GO, r-yard:60,1,13,2,3,4,,,4,←, r-yard:70,1,11,2,2,5,1W,F,7,GO, r-yard:127,1,8,2,3,5,5W,F,8,?, r-yard:135,2,4,2,3,,3,,,5,GO, r-yard:169,3,11,2,1,5,1W,F,0,GO, r-yard:84,1,4,3,2,6,３U,F,7,LOB, r-yard:168,3,2,1,5,4,1W,F,6,GO, r-yard:147,3,12,2,2,7,1W,F,8,?, r-yard:135,3,6,2,5,4,1W,F,9,↑, r-yard:115,2,1.5,1,3,4,1W,F,4,GO, r-yard:30,1,10,2,2,3,,,7,GO, r-yard:145,2,11,2,1,5,1W,F,4,GO, r-yard:78,3,7,2,3
9/14/2024,"#1を5Iはシャンクもボギー。Dr#5,#18 OB, 3U#12,#6ひっかけOB",4 ,0 ,4 ,87 ,44 ,43 ,6 ,4,0,0,0,4,0,4,1,,5,5I,?,4,GO, r-yard:70,2,5,2,3,4,1W,F,P,GO, r-yard:105,4,9,2,2,4,3U,F,0,↓, r-yard:90,3,1,1,3,4,,,6,?, r-yard:167,2,5,2,2,7,1W,ROB,0,←, r-yard:70,4,3,2,5,6,3U,LOB,4,GO, r-yard:70,1,2,1,5,2,,,9,GO, r-yard:110,5,2,1,1,8,1W,↓,9,↓, r-yard:80,3,9,2,6,4,5W,?,5U,GO, r-yard:172,3,2,2,2,,4,,,5,GO, r-yard:169,3,18,3,1,4,1W,F,9,GO, r-yard:115,3,8,2,2,7,1W,↑,0,GO, r-yard:105,3,8,3,4,4,1W,F,9,GO, r-yard:120,3,5,2,2,6,1W,ROB,8,GO, r-yard:138,2,10,3,3,4,1W,→,5,↓, r-yard:158,3,20,2,2,4,1W,F,P,?, r-yard:80,1,6,2,2,3,,,7,GO, r-yard:145,1,2,2,1,7,1W,ROB,4,GO, r-yard:70,3,9,2,5
9/8/2024,月例 22位 1か月ぶり 病気明けもあり体力も落ち パットに課題。１８番５WROB、１６番はクラブがないのでPもシャンクよらずだった。,2 ,0 ,2 ,90 ,44 ,46 ,11 ,1,0,1,1,3,2,5,0,,5,5I,F,7,?, r-yard:145,2,9,2,3,5,1W,↓,5,←, r-yard:159,3,4,2,3,5,3U,?,0,?, r-yard:91,3,1,1,4,3,,,6,GO, r-yard:167,4,20,2,1,5,1W,F,0,GO, r-yard:70,4,6,3,2,6,3U,F,P,GO, r-yard:105,2,22,3,3,4,,,0,GO, r-yard:90,2,5,3,1,6,1W,↓,5,?, r-yard:159,2,5,2,4,5,5W,F,7,GO, r-yard:149,3,20,3,2,,4,,,5,GO, r-yard:169,3,18,3,1,5,1W,F,9,GO, r-yard:115,4,15,3,2,4,1W,↑,0,GO, r-yard:105,3,6,2,2,4,1W,F,9,GO, r-yard:120,3,17,2,2,6,1W,ROB,8,GO, r-yard:138,3,1,1,5,6,1W,→,5,↓, r-yard:158,4,9,3,3,6,1W,F,P,?, r-yard:80,3,6,2,4,3,,,7,GO, r-yard:145,2,4,2,1,8,5W,ROB,0,GO, r-yard:100,2,9,2,6
8/4/2024,月例 12位 まずまずだが、9番の2OBと17番のOBは要改善。パターはよい。,3 ,0 ,3 ,82 ,42 ,40 ,4 ,1,0,1,0,2,2,4,1,,4,5I,F,7,GO, r-yard:150,3,12,2,2,4,1W,←,4,GO, r-yard:74,1,2,2,2,5,3U,F,P,GO, r-yard:96,1,24,3,2,4,,,5,GO, r-yard:164,3,11,3,1,5,1W,←,4,?,B r-yard:96,1,12,2,3,5,3U,F,0,GO, r-yard:96,2,15,2,3,2,,,P,GO, r-yard:105,3,8,1,1,5,1W,F,4,?, r-yard:90,1,1.5,1,4,8,1W,LOB,8,GO,LOB*2 r-yard:135,3,2,2,6,,3,,,5,GO, r-yard:170,3,7,2,1,4,1W,F,0,GO, r-yard:92,1,7,2,2,4,3U,←,9,GO, r-yard:131,1,17,2,2,4,1W,F,9,GO, r-yard:112,2,13,2,2,6,1W,F,0,GO, r-yard:96,2,12,2,4,4,1W,F,P,GO, r-yard:105,1,2,2,2,4,1W,F,0,↑, r-yard:80,3,1,1,3,5,,,7,LOB, r-yard:145,2,1,1,4,6,1W,F,0,↑, r-yard:80,3,10,2,4
8/3/2024,#1を5Iにすると、#3のTeeingが初めになりイメージがわかないかも,3 ,0 ,3 ,83 ,43 ,40 ,5 ,2,0,0,0,2,4,6,1,,4,5I,F,8,?, r-yard:135,1,2,1,3,3,1W,F,0,GO, r-yard:92,4,5,1,2,6,4U,ROB,0,GO, r-yard:90,2,7,2,4,3,,,6,GO, r-yard:164,3,17,2,1,5,1W,?,0,?,Bunker r-yard:60,2,10,2,3,6,3U,F,0,GO, r-yard:96,2,12,3,3,4,,,4,LOB, r-yard:90,1,6,1,3,6,1W,→,5U,GO,Bunker r-yard:169,3,10,2,4,6,1W,ROB,P,GO, r-yard:96,1,5,2,4,,4,,,6,GO, r-yard:147,1,2,2,2,4,1W,F,P,↓, r-yard:95,4,12,2,2,4,1W,?,P,GO, r-yard:118,4,10,2,2,5,1W,F,7,GO,Bunker r-yard:135,3,29,3,2,5,1W,F,9,?, r-yard:118,1,2,1,4,5,1W,F,7,?, r-yard:139,4,1.5,2,3,5,1W,F,4,GO, r-yard:74,1,21,3,2,3,,,6,GO, r-yard:135,4,12,2,1,5,1W,F,4,GO, r-yard:52,1,1,2,3
7/20/2024,Sさん Hさん Fさんと2バーディ、#1は5I,2 ,1 ,3 ,84 ,44 ,40 ,0 ,2,0,1,1,4,1,5,2,,5,5I,F,8,←, r-yard:135,3,2,2,3,7,1W,F,0,?, r-yard:50,1,6,2,5,6,4U,→,4,↓, r-yard:80,1,4,1,5,3,,,5,GO, r-yard:164,2,17,2,1,4,1W,?,0,GO, r-yard:50,1,7,2,2,5,3U,F,0,↑, r-yard:82,2,5,1,4,4,,,4,↓, r-yard:90,1,1,1,3,5,1W,F,5,GO, r-yard:70,1,10,2,3,5,1W,?,7,→, r-yard:140,3,2,2,3,,3,,,5,GO, r-yard:166,2,17,2,1,4,1W,F,0,GO, r-yard:88,1,3,2,2,6,3U,LOB,9,GO, r-yard:118,1,8,2,4,5,1W,F,5U,↑, r-yard:174,1,10,2,3,6,1W,F,5U,GO, r-yard:164,2,11,2,4,3,1W,F,0,?, r-yard:82,1,0,0,3,3,1W,F,4,GO, r-yard:74,3,6,1,2,5,,,7,ROB, r-yard:135,2,8,2,3,5,1W,→,4U,?,B r-yard:179,2,10,2,3
7/13/2024,調子はスコアほど悪くない、謙虚に進める。,3 ,1 ,4 ,92 ,51 ,41 ,2 ,2,2,0,2,6,0,6,1,,8,5I,R,7,ROB, r-yard:128,3,24,3,5,4,1W,F,0,GO, r-yard:72,2,14,2,2,6,4U,ROB,4,↓, r-yard:80,2,2,1,5,4,,,5,GO, r-yard:168,4,35,3,1,7,1W,ROB,4,↑, r-yard:50,5,1,1,6,7,3U,F,5,←,B r-yard:160,2,1,1,6,5,,,9,←, r-yard:115,2,1,2,3,6,1W,←,5,→, r-yard:150,4,3,2,4,4,1W,F,9,GO, r-yard:120,2,5,2,2,,4,,,5,?, r-yard:170,3,5,2,2,4,1W,F,9,GO, r-yard:112,2,10,2,2,4,3U,F,8,→, r-yard:153,2,1,1,3,3,1W,→,9,GO,B r-yard:110,1,8,1,2,8,1W,↓,P,GO,1 Unplayable r-yard:70,3,2,1,7,5,1W,↓,P,GO, r-yard:105,3,6,2,3,4,1W,F,0,GO, r-yard:70,2,11,2,2,3,,,8,GO, r-yard:135,1,17,2,1,6,1W,F,4U,?, r-yard:179,3,2,2,4
7/6/2024,４バーディもDB多いか。,3 ,0 ,3 ,85 ,41 ,44 ,3 ,3,0,0,2,5,0,5,4,,6,5U,LOB,8,?, r-yard:128,3,4,1,5,3,1W,F,P,GO, r-yard:102,4,7,1,2,5,4U,F,0,?, r-yard:95,2,1.5,2,3,4,,,6,GO, r-yard:168,1,13,3,1,6,1W,ROB,4,↑, r-yard:60,1,1,1,5,4,1W,←,4,GO, r-yard:90,2,4,1,3,2,,,0,GO, r-yard:90,2,2,1,1,6,1W,→,3U,GO,Bunker r-yard:120,4,9,2,4,5,1W,F,8,→, r-yard:133,2,8,2,3,,4,,,5,↓, r-yard:180,1,3,2,2,6,1W,LOB,9,↑, r-yard:113,3,14,2,4,5,3U,F,7,→, r-yard:163,3,6,2,3,6,1W,→,9,↓,B r-yard:125,2,6,3,3,5,1W,F,9,GO, r-yard:125,3,5,2,3,4,1W,F,9,GO, r-yard:128,2,5,2,2,6,1W,F,4,?, r-yard:80,3,9,3,3,4,,,6,GO, r-yard:150,1,16,2,2,4,1W,F,4,GO, r-yard:80,3,4,1,3
6/29/2024,#6　基本に戻るべき ３U 5Iで3打目勝負 後のホールのメンタル続かない,1 ,3 ,4 ,86 ,42 ,44 ,4 ,1,1,2,1,5,0,5,1,,4,3U,F,5,→, r-yard:153,2,1.5,1,3,6,1W,F,9,→,2nd lost r-yard:109,4,9,2,4,4,4U,F,0,→, r-yard:95,2,1,1,3,4,,,6,GO, r-yard:168,1,16,3,1,3,1W,?,0,GO, r-yard:80,1,3,1,2,7,1W,←,9,GO,2nd OB r-yard:112,2,9,2,5,3,,,P,GO, r-yard:97,2,8,2,1,5,1W,F,9,GO, r-yard:120,4,9,2,3,6,1W,←,5U,?, r-yard:152,2,5,2,4,,3,,,5,↓, r-yard:180,4,3,1,2,4,1W,F,9,GO, r-yard:120,3,14,2,2,7,3U,F,5,?,WH r-yard:200,3,4,2,5,4,1W,F,9,GO, r-yard:125,1,13,2,2,6,1W,↑,8,GO, r-yard:125,3,1.5,2,4,5,1W,F,7,↓,B r-yard:147,3,9,2,3,6,1W,F,P,→, r-yard:105,3,20,3,3,3,,,6,GO, r-yard:150,3,16,2,1,6,1W,F,8,↓,Bunker r-yard:128,3,4,2,4
6/22/2024,#8 バンカー手前は7Iがちょうどよいか。,2 ,0 ,2 ,80 ,37 ,43 ,3 ,1,0,0,0,1,2,3,1,,4,4U,F,7,GO, r-yard:142,3,3,2,2,5,1W,F,4,GO, r-yard:80,2,14,3,2,4,4U,F,9,GO, r-yard:110,3,2,2,2,3,,,6,GO, r-yard:168,2,25,2,1,3,1W,?,0,GO, r-yard:70,2,2,1,2,6,3U,F,4,↑, r-yard:90,3,4,2,4,3,,,4,GO, r-yard:84,2,12,2,1,5,1W,→,8,GO, r-yard:134,3,30,2,3,4,1W,←,0,GO, r-yard:90,2,4,1,3,,4,,,5,GO, r-yard:180,4,9,3,1,5,1W,F,3U,↓, r-yard:200,2,4,2,3,4,3U,←,8,GO, r-yard:140,3,11,2,2,5,1W,→,8,?,Bunker r-yard:135,3,3,1,4,9,1W,ROB,7,↑,2nd ROB r-yard:138,3,1,1,8,4,1W,←,7,GO, r-yard:142,5,2.5,2,2,4,1W,F,4,↓, r-yard:68,1,0.5,1,3,3,,,7,GO, r-yard:150,1,2,2,1,5,1W,F,0,GO, r-yard:98,2,8,2,3
6/15/2024,#8 バンカー手前のラフは8番で木にあたる,3 ,0 ,3 ,87 ,45 ,42 ,4 ,1,1,1,0,3,1,4,1,,6,4U,F,0,↓, r-yard:100,1,5,2,4,8,1W,ROB,9,?, r-yard:110,4,6,2,6,4,5U,?,9,GO, r-yard:110,3,18,2,2,4,,,6,↓, r-yard:164,2,4,2,2,4,1W,F,0,↓, r-yard:50,1,2,1,3,5,3U,F,0,GO, r-yard:98,2,9,2,3,4,,,4,GO, r-yard:85,2,10,3,1,6,1W,→,0,GO, r-yard:96,1,8,2,4,4,1W,→,8,GO, r-yard:128,3,10,2,2,,3,,,5U,GO, r-yard:180,3,12,2,1,5,1W,F,P,?, r-yard:105,3,4,2,3,4,3U,F,6,→, r-yard:120,2,2,1,3,5,1W,F,9,GO, r-yard:120,1,10,3,2,10,1W,F,7,↑,2nd LOB x2 r-yard:138,1,3,2,8,4,1W,F,6,?, r-yard:150,5,1,1,3,4,1W,F,4,GO, r-yard:86,1,4,2,2,2,,,8,GO, r-yard:140,1,5,1,1,5,1W,F,0,GO, r-yard:98,2,8,2,3
6/9/2024,SさんTさんと。緊張感のあるゴルフ。パットはまずまずか。4時起き準備万端だった。,1 ,0 ,1 ,84 ,42 ,42 ,5 ,1,0,0,1,2,1,3,1,,7,4U,LOB,P,?, r-yard:100,1,5,2,5,4,1W,F,P,GO, r-yard:95,4,11,2,2,4,5U,?,9,GO, r-yard:110,2,5,2,2,4,,,6,GO, r-yard:164,1,25,3,1,4,1W,↑,4,↓, r-yard:50,1,2,1,3,6,3U,F,0,?,B r-yard:88,1,1,1,5,4,,,4,GO, r-yard:90,4,1,1,3,6,1W,F,7,?, r-yard:150,1,15,2,4,3,1W,F,8,GO, r-yard:130,1,3,1,2,,3,,,5,GO, r-yard:150,3,7,2,1,4,1W,F,0,GO, r-yard:91,1,2,2,2,5,1W,↑,P,GO, r-yard:120,4,15,3,2,5,1W,→,8,↓,B r-yard:130,3,15,2,3,6,1W,→,6,↓, r-yard:170,2,2.5,2,4,5,1W,F,7,?, r-yard:150,4,12,2,3,4,1W,←,4,GO, r-yard:92,3,9,2,2,5,,,7,?, r-yard:155,2,9,3,2,5,1W,F,4,GO, r-yard:74,3,8,2,3
6/1/2024,16分前に到着練習なしだとパター距離感全く合わず。加えて、寝不足。,0 ,1 ,1 ,86 ,46 ,40 ,12 ,1,0,0,0,1,3,4,0,,5,4U,?,7,GO, r-yard:158,3,23,3,2,5,1W,F,P,GO, r-yard:91,4,11,3,2,5,4U,F,9,GO, r-yard:110,3,15,3,2,4,,,6,GO, r-yard:164,2,21,3,1,5,1W,←,0,↑, r-yard:90,2,3,2,3,6,3U,F,P,GO, r-yard:103,1,12,3,3,4,,,4,GO, r-yard:90,2,15,3,1,6,1W,F,7,→, r-yard:140,3,5,2,4,6,1W,←,7,?,1WH r-yard:140,2,2,2,4,,4,,,5,?, r-yard:150,4,15,2,2,4,1W,F,P,GO, r-yard:100,2,3,2,2,5,1W,F,9,GO, r-yard:120,4,13,3,2,5,1W,F,8,←, r-yard:120,1,3,2,3,5,1W,F,8,GO, r-yard:127,3,3,2,3,4,1W,F,8,GO, r-yard:133,3,9,2,2,5,1W,F,7,→, r-yard:143,3,5,1,4,3,,,7,GO, r-yard:155,3,15,2,1,5,1W,F,9,GO, r-yard:110,3,10,2,3
5/18/2024,1打目のDB要因が増えてきた。2ndに行かないのは１打目要因が多いせいではないか。,3 ,0 ,3 ,85 ,43 ,42 ,4 ,2,0,0,0,2,1,3,1,,4,4U,F,P,↓, r-yard:110,1,1,1,3,5,1W,F,56,↓, r-yard:56,2,2,1,4,5,4U,?,0,GO, r-yard:105,3,11,2,3,4,,,6,GO, r-yard:164,3,22,3,1,4,1W,F,4,GO, r-yard:77,2,8,2,2,4,1W,F,4,GO, r-yard:74,3,3,1,3,3,,,9,GO, r-yard:117,5,3,2,1,9,1W,ROB,Dw,→,1st 2OB r-yard:200,3,7,2,7,5,1W,F,P,→, r-yard:105,1,2,2,3,,4,,,5,?, r-yard:164,4,9,2,2,5,1W,F,P,?, r-yard:110,3,2,2,3,5,3U,←,7,GO, r-yard:153,2,13,3,2,4,1W,→,6,GO, r-yard:151,3,3,2,2,5,1W,F,8,?, r-yard:142,3,1,1,4,5,1W,F,9,GO, r-yard:119,2,5,3,2,6,1W,LOB,4,GO, r-yard:80,3,7,2,4,3,,,8,←, r-yard:147,2,4,2,1,5,1W,F,P,?, r-yard:95,3,1,1,4
5/11/2024,コンディション厳しかったようだ。#8 3rd木にあたりOB不運、#12 ３Uも左OB、＃15 Dr OB。,2 ,0 ,2 ,89 ,44 ,45 ,5 ,2,1,0,0,3,2,5,0,,5,4U,?,8,→, r-yard:140,1,1,1,4,5,1W,F,4,?, r-yard:70,1,2,2,3,4,4U,F,0,GO, r-yard:95,3,9,2,2,4,,,6,?, r-yard:164,2,2,2,2,4,1W,?,4,↑, r-yard:86,4,2.5,1,3,6,1W,F,P,GO, r-yard:106,2,25,3,3,4,,,P,GO, r-yard:111,5,15,3,1,7,1W,F,0,GO,2nd OB r-yard:20,3,3,1,6,5,1W,←,6,→, r-yard:140,3,3,2,3,,4,,,5,?, r-yard:170,2,5,2,2,4,1W,?,7,?, r-yard:133,3,1,1,3,7,3U,LOB,P,GO, r-yard:120,1,12,3,4,4,1W,F,P,GO, r-yard:103,1,10,2,2,5,1W,F,0,GO, r-yard:100,1,10,2,3,8,1W,ROB,0,←,B r-yard:100,1,2,2,6,5,1W,F,4,GO, r-yard:80,2,11,3,2,3,,,6,←, r-yard:155,2,1,1,2,5,1W,?,8,GO, r-yard:127,3,12,2,3
5/4/2024,#16ひっかけOB。#1は４Uでハーフショット◎。#13はDrも引っかからずバンカー,1 ,0 ,1 ,82 ,41 ,41 ,7 ,1,0,0,0,1,3,4,1,,4,4U,F,9,GO, r-yard:115,1,8,2,2,4,1W,F,0,GO, r-yard:50,1,2,2,2,4,4U,F,P,↓, r-yard:105,2,13,1,3,4,,,6,GO, r-yard:164,2,11,3,1,5,1W,F,0,↓, r-yard:50,4,2,2,3,6,1W,F,P,GO, r-yard:105,2,7,3,3,3,,,4,GO, r-yard:84,2,1.5,2,1,6,1W,F,P,GO,B r-yard:95,3,24,3,3,5,1W,F,7,↑, r-yard:132,2,16,2,3,,2,,,5,GO, r-yard:162,1,1,1,1,5,1W,←,8,?, r-yard:122,2,8,2,3,4,3U,F,7,GO, r-yard:158,2,5,2,2,4,1W,→,9,GO,B r-yard:107,1,6,2,2,6,1W,F,7,?, r-yard:138,3,2,2,4,4,1W,F,P,↑, r-yard:112,2,1,1,3,7,1W,LOB,4,?, r-yard:70,2,2,2,5,3,,,7,GO, r-yard:145,2,3,2,1,6,1W,F,P,GO, r-yard:100,2,11,3,3
5/2/2024,風強く、直前の雨のためライは難しかった。#1と#7でOB,3 ,0 ,3 ,87 ,43 ,44 ,1 ,1,0,0,2,3,2,5,0,,9,4U,LOB,9,GO, r-yard:110,3,14,3,6,4,1W,F,9,?, r-yard:115,4,1,1,3,4,4U,F,0,→, r-yard:88,3,5,1,3,3,,,6,GO, r-yard:164,1,7,2,1,4,1W,↑,4,GO, r-yard:80,1,8,2,2,5,3U,←,P,↑, r-yard:105,2,1,1,4,4,,,4,ROB, r-yard:90,1,0,0,4,5,1W,?,4U,←, r-yard:160,3,3,1,4,5,1W,F,5,GO, r-yard:150,2,15,3,2,,4,,,5,?, r-yard:161,4,7,2,2,4,1W,F,8,GO, r-yard:137,3,9,2,2,4,1W,F,P,GO, r-yard:125,3,3,2,2,6,1W,F,5U,?,B r-yard:190,3,1,1,5,6,1W,→,6,↑, r-yard:167,1,3,1,5,6,1W,F,4,GO, r-yard:15,1,15,3,3,5,1W,←,4,↓, r-yard:70,2,4,2,3,3,,,8,GO, r-yard:140,2,14,2,1,6,1W,F,5,?, r-yard:160,3,4,2,4
4/27/2024,Driverひっかけがひどい。Patterは始めのパットがPin2以上の場合丸をつける。,2 ,1 ,3 ,83 ,41 ,42 ,5 ,3,0,0,0,3,1,4,2,,7,4U,LOB,P,→, r-yard:105,3,10,2,5,4,1W,F,0,GO, r-yard:60,1,7,2,2,5,4U,↑,0,↓, r-yard:90,3,7,2,3,4,,,5,GO, r-yard:164,1,15,3,1,4,1W,↑,0,GO, r-yard:80,1,8,2,2,6,3U,←,4U,↑, r-yard:177,2,8,2,4,2,,,0,GO, r-yard:90,3,9,1,1,5,1W,→,P,↑, r-yard:90,3,2,1,4,4,1W,←,7,GO,B r-yard:142,3,13,2,2,,3,,,5,GO, r-yard:161,2,14,2,1,6,1W,LOB,8,↑, r-yard:128,3,0.5,1,5,6,3U,→,9,GO,1p r-yard:128,1,18,3,3,5,1W,F,9,↑, r-yard:118,3,3,2,3,6,1W,→,5U,GO, r-yard:167,1,20,2,4,3,1W,F,0,GO, r-yard:93,1,1,1,2,4,1W,F,4,GO, r-yard:70,2,18,2,2,4,,,8,GO, r-yard:140,2,8,3,1,5,1W,F,0,GO, r-yard:92,3,18,2,3
4/20/2024,100Yard以内３打を６回はワースト記録か。グリーン周りに課題。,0 ,0 ,0 ,82 ,41 ,41 ,8 ,1,0,0,0,1,6,7,1,,5,4U,F,0,?, r-yard:99,2,3,2,3,5,1W,F,P,GO, r-yard:99,4,10,3,2,4,4U,F,P,↑, r-yard:98,3,1,1,3,4,,,6,GO, r-yard:164,1,42,3,1,5,1W,↑,0,↑, r-yard:70,1,10,2,3,5,3U,F,4,?, r-yard:72,2,2,1,4,4,,,0,GO, r-yard:90,4,7,3,1,5,1W,→,8,GO,B r-yard:118,2,25,2,3,4,1W,?,0,GO, r-yard:70,1,7,2,2,,4,,,5,→, r-yard:161,1,4,2,2,3,1W,?,0,GO, r-yard:88,3,1.5,1,2,5,1w,↑,4,GO, r-yard:84,1,11,3,2,4,3u,F,9,GO, r-yard:127,1,13,2,2,6,1W,F,6,↓,B r-yard:150,2,15,2,4,4,1W,←,9,?, r-yard:122,3,12,2,2,5,1W,F,4,GO, r-yard:30,2,9,3,2,3,,,8,GO, r-yard:140,1,11,2,1,7,1W,↓,5U,?, r-yard:163,3,2,2,5
4/18/2024,#10ちょろ ＃1右OB,2 ,0 ,2 ,84 ,42 ,42 ,4 ,2,0,0,0,2,1,3,1,,6,4U,ROB,0,GO, r-yard:90,2,7,2,4,5,1W,F,4,GO, r-yard:50,1,16,3,2,4,4U,?,9,↓, r-yard:100,1,1,1,3,4,,,6,GO, r-yard:164,1,9,3,1,4,1W,?,4,GO, r-yard:34,4,14,2,2,5,3U,F,4,?, r-yard:50,1,1,1,4,3,,,0,GO, r-yard:90,3,1,2,1,6,1W,F,5U,←, r-yard:170,2,8,2,4,5,1W,F,9,→, r-yard:115,2,5,2,3,,5,,,5,↓, r-yard:167,3,1,1,4,5,1W,F,9,GO, r-yard:105,1,12,3,2,5,1w,F,9,GO, r-yard:140,4,11,3,2,5,3u,F,5,↑, r-yard:157,3,7,2,3,6,1W,F,9,↑, r-yard:114,2,1,2,4,5,1W,F,9,?, r-yard:123,4,0.5,1,4,4,1W,F,4,↑, r-yard:50,3,1,1,3,3,,,8,GO, r-yard:140,1,16,2,1,4,1W,F,4,GO, r-yard:70,1,2,1,3
