Date,Event,OB,Penalty,Total,Score,Out,In,Gon-Patt+36,1st,2nd,green,approach,Double Total,3 shot in 100,Total,Score,,1,Teeing番手,結果,GIR番手,結果,Hazard,Pin位置,歩数,Patt数,Patt数,2,Teeing番手,結果,GIR番手,結果,Hazard,Pin位置,歩数,Patt数,Patt数,3,Teeing番手,結果,GIR番手,結果,Hazard,Pin位置,歩数,Patt数,Patt数,4,Teeing番手,結果,GIR番手,結果,Hazard,Pin位置,歩数,Patt数,Patt数,5,Teeing番手,結果,GIR番手,結果,Hazard,Pin位置,歩数,Patt数,Patt数,6,Teeing番手,結果,GIR番手,結果,Hazard,Pin位置,歩数,Patt数,Patt数,7,Teeing番手,結果,GIR番手,結果,Hazard,Pin位置,歩数,Patt数,Patt数,8,Teeing番手,結果,GIR番手,結果,Hazard,Pin位置,歩数,Patt数,Patt数,9,Teeing番手,結果,GIR番手,結果,Hazard,Pin位置,歩数,Patt数,Patt数,,10,Teeing番手,結果,GIR番手,結果,Hazard,Pin位置,歩数,Patt数,Patt数,11,Teeing番手,結果,GIR番手,結果,Hazard,Pin位置,歩数,Patt数,Patt数,12,Teeing番手,結果,GIR番手,結果,Hazard,Pin位置,歩数,Patt数,Patt数,13,Teeing番手,結果,GIR番手,結果,Hazard,Pin位置,歩数,Patt数,Patt数,14,Teeing番手,結果,GIR番手,結果,Hazard,Pin位置,歩数,Patt数,Patt数,15,Teeing番手,結果,GIR番手,結果,Hazard,Pin位置,歩数,Patt数,Patt数,16,Teeing番手,結果,GIR番手,結果,Hazard,Pin位置,歩数,Patt数,Patt数,17,Teeing番手,結果,GIR番手,結果,Hazard,Pin位置,歩数,Patt数,Patt数,18,Teeing番手,結果,GIR番手,結果,Hazard,Pin位置,歩数,Patt数,Patt数
6/10/2023,前週雨でキャンセル：右足固定すると、ドライバーでもフックが出ることに気づく。titlistに変更 5iは抜いてMizuno6i Utilityを5Uにしフローは万全か。,2 ,0 ,2 ,83 ,41 ,42 ,8 ,2,0,0,0,2,1,3,1,,4,3U,F,P,GO, r-yard:109,2,13,2,2,5,1W,F,4,GO, r-yard:80,3,24,3,2,6,3U,LOB,0,GO, r-yard:90,2,7,2,4,3,,,6,GO, r-yard:164,2,27,2,1,5,5U,F,9,?, r-yard:130,2,20,3,2,5,3U,F,4,GO, r-yard:81,2,5,2,3,3,,,P,GO, r-yard:105,3,14,2,1,5,1W,F,0,GO, r-yard:84,3,5,2,3,5,1W,F,9,←, r-yard:110,3,5,2,3,,3,,,6i,GO, r-yard:171,3,16,2,1,4,1W,F,9,GO, r-yard:105,3,2,2,2,6,1W,LOB,P,GO, r-yard:105,2,8,2,4,5,3U,F,6,GO, r-yard:154,3,10,3,2,6,1W,F,7,?, r-yard:135,1,8,2,4,5,1W,F,7,GO, r-yard:150,4,27,3,2,3,1W,F,4,GO, r-yard:84,1,7,1,2,4,,,6,GO, r-yard:150,3,1,1,3,6,1W,?,70,GO, r-yard:70,3,7,2,4
5/27/2023,#6 2nd 短い場合はアイアンしか使わない。#14 3rdは一番手大きく。疲れのせいか、連日行ってもいいスコアは出ない,4 ,0 ,4 ,92 ,49 ,43 ,9 ,2,1,1,0,4,2,6,0,,6,3U,LOB,9,GO, r-yard:110,3,10,2,4,5,1W,F,0,?, r-yard:64,2,5,2,3,5,3U,F,P,GO, r-yard:105,3,13,3,2,3,,,6,GO, r-yard:180,2,16,2,1,5,5U,F,8,?,B r-yard:130,1,7,2,3,10,3U,F,9,GO,2OB 2nd 3W 6I r-yard:120,2,24,3,7,4,,,0,GO, r-yard:100,5,15,3,1,6,1W,F,0,GO, r-yard:83,2,10,3,3,5,1W,F,P,→, r-yard:105,2,5,2,3,,5,,,6i,?, r-yard:171,3,5,2,3,4,1W,F,P,GO, r-yard:98,2,3,2,2,6,1W,LOB,P,GO, r-yard:98,3,15,2,4,5,3U,F,8,?, r-yard:116,1,1,1,4,6,1W,F,9,?,B r-yard:116,2,8,2,4,5,1W,F,8,GO, r-yard:131,3,1.5,3,2,4,1W,F,0,?, r-yard:61,3,0.5,1,3,3,,,6,GO, r-yard:168,3,22,2,1,5,1W,F,0,GO, r-yard:80,3,14,2,3
5/26/2023,Titlistに変更 毎日練習,1 ,0 ,1 ,81 ,38 ,43 ,5 ,1,0,0,1,2,1,3,3,,5,3U,?,4,↓, r-yard:74,1,1.5,1,4,4,1W,F,P,GO, r-yard:99,4,16,2,2,5,3U,F,4,↓, r-yard:80,2,17,2,3,3,,,6,GO, r-yard:164,2,12,2,1,5,5U,?,8,?,B r-yard:130,4,3,2,3,5,3U,?,6,GO, r-yard:150,2,7,2,3,3,,,0,GO, r-yard:100,3,12,2,1,5,1W,?,P,GO, r-yard:100,2,4,2,3,3,1W,F,P,GO, r-yard:105,1,4,1,2,,4,,,6i,GO, r-yard:160,1,4,3,1,3,1W,F,9,GO, r-yard:124,3,0.5,1,2,5,1W,?,7,←, r-yard:150,2,2,2,3,4,3U,→,6,GO, r-yard:164,3,16,2,2,8,1W,ROB,8,↓,B r-yard:127,3,3,2,6,5,1W,←,6,→, r-yard:164,5,2,2,3,3,1W,F,0,GO, r-yard:90,3,1,1,2,4,,,7,GO, r-yard:150,3,5,3,1,7,1W,↓,3W,←,B r-yard:194,3,4,3,4
5/20/2023,32patt。後半Mizunoアイアンの距離感が合った。,1 ,0 ,1 ,84 ,45 ,39 ,2 ,1,0,2,0,3,3,6,3,,4,3U,F,8,GO, r-yard:132,1,13,2,2,5,1W,F,P,?, r-yard:99,4,1.5,2,3,5,3U,F,4,GO, r-yard:80,2,13,3,2,4,,,6,?,B r-yard:164,2,1,1,3,5,5U,F,9,?, r-yard:130,2,2,2,3,7,3U,F,8,?, r-yard:96,2,7,2,5,4,,,F,→, r-yard:92,3,4,2,2,5,1W,F,9,GO, r-yard:115,3,3,1,4,6,1W,→,8,↓, r-yard:130,1,6,2,4,,4,,,6i,↓, r-yard:160,4,7,2,2,4,1W,F,P,↓, r-yard:98,1,1,1,3,3,1W,?,F,GO, r-yard:117,3,12,1,2,7,3U,LOB,F,GO, r-yard:90,3,20,2,5,4,1W,→,P,GO, r-yard:117,3,1,1,3,4,1W,←,4U,GO, r-yard:200,5,26,2,2,5,1W,F,F,GO, r-yard:90,1,5,3,2,4,,,7,?, r-yard:145,2,5,2,2,4,1W,F,F,GO, r-yard:80,3,1,1,3
5/14/2023,MizunoIronsで競技参加。雨だったが、集中力途切れず後半調子よかった。,2 ,0 ,2 ,87 ,46 ,41 ,4 ,2,0,0,0,2,2,4,1,,4,3U,F,P,GO, r-yard:105,1,8,2,2,8,1W,ROB,P,?, r-yard:110,4,20,3,5,5,4U,→,P,→, r-yard:99,2,1,1,4,4,,,6,GO, r-yard:164,2,17,3,1,5,5U,F,9,?, r-yard:130,1,8,3,2,5,3U,F,F,GO, r-yard:96,2,5,2,3,4,,,F,→, r-yard:92,3,1,1,3,6,1W,→,9,GO, r-yard:115,3,5,2,4,5,1W,F,8,?, r-yard:130,1,4,2,3,,4,,,6i,↓, r-yard:170,4,2,2,2,5,1W,F,9,GO, r-yard:120,3,21,3,2,7,1W,LOB,6i,→, r-yard:170,2,16,2,5,4,3U,→,7,?, r-yard:130,1,3,1,3,5,1W,F,P,GO, r-yard:110,3,1.5,1,4,5,1W,←,7,↓, r-yard:150,3,4,2,3,4,1W,←,9,←, r-yard:90,2,2,1,3,2,,,7,GO, r-yard:132,1,3,1,1,5,1W,F,P,GO, r-yard:99,3,4,2,3
4/8/2023,ドライバー#12 1OB、Noシャンク 8I 15hole忘れ。平日スルー:4/20 92 4/29 102 5/12 84は入力していない。,1 ,0 ,1 ,84 ,40 ,44 ,7 ,0,0,1,2,3,2,5,1,,5,3U,F,4,GO, r-yard:70,2,8,3,2,4,1W,F,F,GO, r-yard:103,4,9,2,2,4,3U,→,56,GO, r-yard:40,1,1,1,3,3,,,6,GO, r-yard:166,3,15,2,1,6,5U,←,9,?, r-yard:125,2,2,2,4,5,3U,F,P,GO, r-yard:112,3,8,2,3,2,,,F,GO, r-yard:100,4,1,1,1,6,1W,→,F,GO, r-yard:80,2,12,3,3,5,1W,F,9,?, r-yard:121,2,5,2,3,,7,,,7i,?, r-yard:150,1,12,4,3,4,1W,→,9,GO, r-yard:113,2,1.5,2,2,6,1W,F,P,→, r-yard:117,3,6,3,3,5,3U,F,7,?, r-yard:134,3,3,2,3,5,1W,F,P,GO, r-yard:110,3,11,2,3,4,1W,F,8,GO, r-yard:132,4,15,2,2,4,1W,F,4,←, r-yard:90,3,0.5,1,3,3,,,9,GO, r-yard:144,2,10,2,1,6,1W,ROB,P,GO, r-yard:107,3,1.5,1,5
4/1/2023,3か月ぶりの秦野 シャンク一発 DriverOB3発,5 ,0 ,5 ,91 ,45 ,46 ,2 ,3,2,0,0,5,0,5,2,,5,4U,↓,6,↓, r-yard:150,2,5,2,3,5,1W,↓,4,GO, r-yard:70,4,11,2,3,4,3U,F,F,GO, r-yard:100,3,10,2,2,4,,,6,→,Bunker r-yard:174,2,6,2,2,4,3U,F,9,GO, r-yard:128,2,4,2,2,7,3U,F,4,GO,2nd ROB r-yard:70,1,8,2,5,3,,,F,?, r-yard:100,2,1.2,1,2,8,1W,ROB,3U,GO, r-yard:80,3,3,2,6,5,1W,?,9,↑, r-yard:121,2,5,2,3,,3,,,7i,GO, r-yard:150,1,2,1,2,3,1W,←,P,GO, r-yard:110,3,4,1,2,4,1W,F,F,GO, r-yard:100,2,15,2,2,3,3U,F,P,GO, r-yard:103,1,0.5,1,2,8,1W,F,F,GO,1OB r-yard:,2,13,2,6,6,1W,F,F,?, r-yard:170,5,17,3,3,10,1W,LOB,4,LOB,2OB r-yard:60,3,1,2,8,4,,,8,?, r-yard:132,1,3,1,3,5,1W,F,7,GO, r-yard:154,3,17,2,3
1/2/2023,MizunoIronsで.#15 54シャンク１発　#17 9Iシャンク二発 ボールの位置注意足りないか。,5 ,0 ,5 ,97 ,49 ,48 ,9 ,2,0,1,3,6,1,7,0,,7,1W,ROB,F,→, r-yard:89,3,6,2,5,7,1W,F,P,?, r-yard:65,1,2,2,5,5,3U,F,F,GO, r-yard:89,2,18,3,2,3,,,5U,GO, r-yard:164,3,18,2,1,5,5U,?,6,GO, r-yard:8,2,3,2,3,8,3U,←,F,GO,LOB r-yard:100,3,20,3,5,3,,,54,GO, r-yard:87,2,2,1,2,6,1W,→,3U,GO,Rlost r-yard:200,1,12,2,4,5,1W,F,P,GO, r-yard:113,2,8,3,2,,3,,,6i,GO, r-yard:161,3,13,2,1,5,1W,←,F,↓, r-yard:115,1,2,2,3,4,1W,F,4,GO, r-yard:90,1,10,2,2,5,3U,F,9,?, r-yard:110,3,3,2,3,7,1W,F,F,↑, r-yard:100,3,3,2,5,4,1W,F,F,?, r-yard:105,1,2,1,3,7,1W,F,4,?, r-yard:68,1,10,4,3,8,,,9,?,2OB r-yard:132,1,10,3,5,5,1W,L,P,↑, r-yard:105,3,2,1,4
11/3/2022,Driver起因DB以上3.ミズノアイアンに変更。3パット0。,3 ,0 ,3 ,84 ,38 ,46 ,-1 ,3,0,2,0,5,0,5,2,,5,3U,F,7,→, r-yard:138,2,4,2,3,4,1W,F,49,?, r-yard:94,4,1.5,1,3,4,3U,F,49,GO, r-yard:91,3,21,2,2,2,,,7,↓, r-yard:164,1,0,0,2,4,1W,↑,49,GO, r-yard:,1,9,2,2,5,3U,F,p,?, r-yard:50,3,1,1,4,3,,,49,GO, r-yard:87,1,4,2,1,7,1W,←,5U,?, r-yard:170,2,4,2,5,4,1W,F,49,GO, r-yard:83,1,4,2,2,,3,,,7I,GO, r-yard:146,1,4,2,1,4,1W,F,9,GO, r-yard:115,3,4,2,2,6,1W,F,p,↑,Bunker r-yard:116,2,5,2,4,5,3U,F,8,?, r-yard:118,3,2,1,4,8,1W,LOB,5U,←, r-yard:150,1,3,2,6,4,1W,?,49,GO, r-yard:119,3,8,2,2,6,1W,F,4,ROB, r-yard:68,1,5,1,5,2,,,9,GO, r-yard:132,1,1.5,1,1,8,1W,LOB,9,↑, r-yard:80,3,12,2,6
10/16/2022,クラブ選手権準決勝。前の週2ラウンド決勝1、2回戦。1RはEvenでExtra9で3x,1 ,0 ,1 ,81 ,38 ,43 ,3 ,2,0,2,0,4,0,4,1,,5,1W,F,0,GO,,3,13,3,2,3,1W,←,4,GO,,2,13,1,2,4,3U,F,P,GO,,3,17,2,2,3,,,5U,GO,,3,6,2,1,4,5U,←,7,GO,Bunker,1,8,2,2,5,3U,F,9,?,,3,1,1,4,3,,,9,GO,,5,1,2,1,7,1W,→,60,GO,Bunker,3,17,2,5,4,1W,→,6,GO,,2,17,2,2,,5,,,5U,←,Bunker,3,5,2,3,4,1W,F,9,↑,,3,1,1,3,4,1W,F,P,GO,,1,15,2,2,5,3U,→,7,←,,1,5,2,3,6,1W,↓,50,GO,,2,13,2,4,4,1W,?,9,GO,,3,8,2,2,4,1W,F,4,GO,,1,4,2,2,3,,,6,→,,3,2,1,2,8,1W,LOB,0,GO,,1,17,2,6
10/2/2022,"２回目にしてクラブ選手権予選突破９位。ExtraはOut37 Birdie(2)ハーフベストタイ。#4,8,14は全て奥。#4,10は５Uでちょうどよい。",4 ,0 ,4 ,87 ,44 ,43 ,5 ,1,1,1,0,3,0,3,2,,4,3U,→,8,GO,,1,7,2,2,4,1W,F,P,GO,,1,7,2,2,4,4U,F,4,GO,,3,15,2,2,3,,,5U,GO,,3,5,2,1,3,1W,↑,4,↑,,3,12,1,2,11,3U,F,9,GO,2nd 3U 3OB,3,3,2,9,4,,,9,←,,1,2,2,2,6,1W,F,7,?,,2,3,2,4,5,1W,?,8,GO,,1,7,2,3,,3,,,5U,GO,,3,12,2,1,5,1W,F,9,←,,1,3,2,3,5,1W,↓,8,GO,,4,12,3,2,5,3U,F,9,←,,3,1,1,4,7,1W,↓,7,↓,Bunker,2,12,2,5,4,1W,?,9,GO,,5,19,2,2,3,1W,F,4,GO,,3,7,1,2,3,,,8,→,,3,1,2,1,8,1W,ROB,0,GO,,2,6,3,5
9/29/2022,グリーン早い。９月中頃からコース様子違うか。#4 5iシャンク。,1 ,0 ,1 ,80 ,42 ,38 ,4 ,2,0,2,0,4,0,4,2,,4,3U,F,9,GO,,1,10,2,2,4,1W,?,50,GO,,1,3,2,2,6,4U,→,P,GO,,3,19,3,3,6,,,5,ROB,,3,4,2,4,6,1W,?,4,↑,,3,3,2,4,5,3U,F,3U,GO,,3,10,2,3,3,,,4,GO,,1,6,2,1,5,1W,F,P,GO,,2,10,2,3,3,1W,?,9,GO,Bunker,1,4,1,2,,3,,,5U,GO,,3,7,2,1,3,1W,→,0,GO,,1,1,1,2,4,1W,F,8,←,,4,5,1,3,4,3U,F,7,GO,,3,4,2,2,6,1W,←,0,↓,Bunker,2,5,2,4,4,1W,F,8,GO,,5,19,2,2,4,1W,F,4,GO,,3,10,2,2,5,,,6,→,,3,1,2,3,5,1W,F,0,GO,,2,11,2,3
9/3/2022,"Driver OB3発。#16,#5,#8。3Util #6。シャンクなし",4 ,0 ,4 ,85 ,43 ,42 ,4 ,3,0,0,0,3,1,4,1,,4,3U,→,9,GO,,2,15,2,2,4,1W,F,4,←,,2,1,1,3,5,4U,F,0,GO,,2,20,3,2,3,,,5,→,,2,10,2,1,6,1W,ROB,4,GO,,2,5,2,4,6,3U,LOB,3U,GO,,1,7,2,4,3,,,4,GO,,1,6,2,1,8,1W,ROB,4,↓,,2,10,2,6,4,1W,F,8,→,,2,2,1,3,s,4,,,5,↓,,3,9,2,2,4,1W,→,8,GO,,3,20,2,2,5,1W,F,0,GO,,1,9,3,2,5,3U,F,8,←,,1,1,1,4,5,1W,←,6,GO,,3,15,2,3,5,1W,F,9,→,,3,8,2,3,7,1W,LOB,0,→,,1,8,2,5,3,,,8,GO,,1,10,2,1,4,1W,←,8,GO,,1,6,1,3
8/27/2022,#14 138yに対して7Iは大きい。#9 2ndシャンク。#6は、2nd 3W左OB疑ったが、あり距離を稼ぐ。#1 チップインバーディ。＃８は２OnOverしパー,1 ,0 ,1 ,78 ,40 ,38 ,2 ,1,0,0,0,1,2,3,3,,3,3U,↓,5,↓,,2,0,0,3,5,1W,→,9,?,,4,5,2,3,7,4U,ROB,4,↓,,3,22,2,5,4,,,5,→,,1,1.5,2,2,4,1W,↑,4,GO,,2,3,2,2,4,3U,F,4,GO,,1,4,1,3,3,,,4,GO,,1,13,2,1,5,1W,F,3W,?,,3,1.5,2,3,5,1W,F,0,GO,,1,4,2,3,s,4,,,5,GO,,4,12,3,1,3,1W,F,0,GO,,2,3,1,2,4,1W,F,P,GO,,2,10,2,2,4,3U,→,5,↑,,3,0.5,1,3,6,1W,→,7,GO,,3,4,1,5,5,1W,←,7,GO,,3,15,3,2,4,1W,F,0,GO,,3,5,2,2,3,,,8,GO,,1,5,2,1,5,1W,F,6,GO,,3,8,2,3
8/20/2022,#1は3U使用。距離を稼ぐ。#5 3連続Birdie。＃14 右についたら9Iでちょうどよかった。#4シャンクOB,1 ,0 ,1 ,79 ,38 ,41 ,6 ,0,0,2,0,2,0,2,1,,4,3U,F,8,GO,,3,8,2,2,4,1W,F,9,GO,,4,11,2,2,5,4U,→,P,GO,,3,4,2,3,5,,,6,ROB,,1,11,2,3,3,1W,←,0,GO,,1,1,1,2,5,3U,F,4,GO,,2,11,2,3,3,,,0,GO,,5,11,2,1,5,1W,F,P,GO,,3,9,2,3,4,1W,F,8,GO,Bunker,2,30,2,2,,4,,,5,GO,,3,20,3,1,4,1W,F,9,GO,,2,5,2,2,4,1W,F,0,GO,,1,8,2,2,5,3U,→,7,←,,1,7,2,3,6,1W,→,9,GO,,3,5,2,4,6,1W,↓,9,?,,5,4,2,4,4,1W,F,4,GO,,2,6,2,2,3,,,8,GO,,1,8,2,1,5,1W,F,4,GO,,1,7,2,3
8/15/2022,前日勝田76。アイアンの好調続く。＃１は左OB後 バーディ,2 ,0 ,2 ,82 ,41 ,41 ,1 ,1,0,3,0,4,0,4,2,,5,4U,LOB,8,GO,,3,1.5,1,4,7,1W,LOB,5,GO,,4,13,3,4,4,4U,F,4,GO,,1,3,2,2,3,,,5,GO,,3,7,2,1,3,1W,↑,4,GO,,4,0.5,1,2,5,3U,→,4,GO,,2,9,2,3,3,,,4,GO,,4,5,2,1,5,1W,F,4,GO,,1,3,2,3,6,1W,F,0,?,,2,1,2,4,,4,,,6i,?,B,1,6,2,2,4,1W,F,4,GO,,3,5,2,2,4,1W,→,0,GO,,4,6,2,2,3,3U,F,7,GO,,2,4,1,2,7,1W,F,5,↓,Bunker,3,2,2,5,6,1W,←,P,?,Bunker,2,2,1,5,4,1W,F,0,↓,,2,2,1,3,4,,,8,?,,1,8,2,2,5,1W,F,4,GO,,3,2,1,4
8/6/2022,"戸塚プレー4日後 雨後 グリーン遅く簡単に感じる。 秦野ベストタイ Inハーフベスト更新 初ハーフアンダー 今季初ノー3パット。#4,思いっきり４Uは突き抜けてOB",2 ,0 ,2 ,75 ,41 ,34 ,0 ,1,0,1,0,2,0,2,4,,5,4U,F,7,↓,,3,10,2,3,5,1W,↓,5U,↓,,4,15,2,3,6,4U,ROB,4,GO,,1,4,2,4,5,,,5U,LOB,,3,2,1,4,3,1W,↑,4,GO,,4,2,1,2,5,3U,F,4,GO,,2,5,2,3,3,,,0,GO,,4,10,2,1,6,1W,→,6,↓,,1,1,1,5,3,1W,F,9,GO,,2,5,1,2,,3,,,6i,GO,,1,2,2,1,4,1W,F,P,GO,,3,15,2,2,4,1W,→,8,GO,,4,25,2,2,4,3U,F,8,GO,,2,2,2,2,4,1W,F,7,GO,,3,6,1,3,4,1W,F,9,GO,,2,12,2,2,3,1W,←,0,GO,,2,8,1,2,3,,,8,GO,,1,10,2,1,5,1W,F,0,GO,,3,13,2,3
7/30/2022,#5 1WのROB 風の強い#4は5Uでドンピシャ 3patt3回,1 ,0 ,1 ,80 ,41 ,39 ,7 ,1,0,0,0,1,2,3,0,,5,4U,F,7,↓,,3,15,2,3,5,1W,F,0,GO,,3,15,3,2,4,4U,←,9,GO,,3,11,2,2,3,,,5U,GO,,1,7,2,1,6,1W,ROB,4,↓,,2,2,1,5,5,3U,F,3U,↑,,2,9,1,4,3,,,4,GO,,1,5,2,1,6,1W,→,8,GO,,3,13,3,3,4,1W,F,0,GO,,1,2,2,2,s,3,,,5U,GO,,3,23,2,1,4,1W,F,9,GO,,2,5,2,2,4,1W,F,6,↓,,2,2,1,3,4,3U,→,6,←,,1,4,2,2,6,1W,←,4U,↓,Bunker,3,8,2,4,5,1W,F,9,GO,,2,17,3,2,4,1W,F,4,GO,,3,5,2,2,3,,,8,GO,,1,4,2,1,6,1W,F,9,GO,,2,14,3,3
7/16/2022,"後半雨。距離計の精度に疑問あり。#6 3W unplayable, 誤球も。",0 ,1 ,1 ,84 ,41 ,43 ,7 ,0,2,0,1,3,2,5,0,,4,4U,→,9,GO,,1,5,2,2,4,1W,↑,4,GO,,1,2,2,2,4,4U,←,9,GO,,2,15,2,2,3,,,6i,GO,,1,8,2,1,5,1W,→,P,GO,,4,18,3,2,7,3U,F,0,GO,"Bunker, unplayable",3,7,2,5,3,,,P,←,,5,0.5,1,2,7,1W,F,9,GO,,3,13,2,5,4,1W,F,9,GO,,2,12,2,2,,3,,,5U,GO,,4,6,2,1,5,1W,F,9,↓,,1,2,2,3,5,1W,F,8,→,,3,14,2,3,5,3U,←,8,←,bunker,3,2,1,4,7,1W,→,7,GO,,2,8,3,4,5,1W,F,9,GO,,3,17,3,2,4,1W,F,4,GO,,1,5,2,2,3,,,7,GO,,2,7,2,1,6,1W,F,4,↑,,2,5,2,4
7/9/2022,#14除く 全てのLongで3Wを使用しナイスショット。パターもよかった,2 ,0 ,2 ,79 ,39 ,40 ,4 ,1,0,1,0,2,1,3,2,,5,4U,F,9,↓,,1,3,2,3,4,1W,→,6,GO,,4,27,2,2,4,4U,F,0,GO,,2,24,2,2,2,,,6i,GO,,1,0.5,1,1,5,1W,→,P,GO,Bunker,1,23,3,2,7,3U,LOB,0,GO,,1,17,2,5,3,,,0,GO,,3,10,2,1,5,1W,F,9,GO,,2,5,2,3,4,1W,F,P,GO,,2,5,2,2,,3,,,5U,GO,,3,29,2,1,3,1W,F,0,GO,,2,5,1,2,5,1W,F,8,GO,,4,27,3,2,5,3U,F,8,←,,3,4,2,3,5,1W,F,8,GO,,3,15,2,3,4,1W,F,P,↓,,1,1,1,3,5,1W,F,0,→,,1,2,2,3,5,,,7,LOB,,2,4,1,4,5,1W,F,0,GO,,2,13,2,3
7/2/2022,#8 LOBだが、３Wで初2オン。女子プロ見学次の日。,3 ,1 ,4 ,89 ,45 ,44 ,5 ,2,0,2,0,4,1,5,0,,6,4U,←,9,?,,3,6,3,3,5,1W,→,0,↓,,3,4,2,3,4,4U,F,4,GO,,2,6,2,2,4,,,6i,→,,1,4,2,2,7,1W,ROB,0,GO,,2,7,2,5,5,3U,F,9,GO,,3,15,2,3,3,,,4,?,,1,0.5,1,2,6,1W,LOB,3W,GO,,2,17,2,4,5,1W,F,7,→,,3,1.5,2,3,s,4,,,6,↓,,2,14,2,2,4,1W,?,8,↓,,3,0.7,1,3,4,1W,↑,0,GO,,3,8,2,2,5,3U,F,8,GO,,1,12,3,2,5,1W,F,8,↑,,3,1,1,4,6,1W,→,0,↑,,2,7,2,4,7,1W,ROB,0,↓,木にあたってロスト Bunker,2,1,1,6,4,,,7,GO,,2,22,3,1,5,1W,F,0,GO,,1,4,2,3
6/18/2022,2OB #14 2nd距離感注意。右についたら、短めで行く。,2 ,1 ,3 ,84 ,39 ,45 ,4 ,0,1,3,0,4,1,5,2,,5,4U,→,7,?,,2,3,2,3,5,1W,F,4,↓,,2,10,2,3,4,4U,F,0,GO,,1,1.5,2,2,3,,,6i,GO,,3,30,2,1,4,1W,↑,4,GO,,4,2,2,2,5,1W,F,0,GO,,2,1,2,3,3,,,0,GO,,3,4,2,1,5,1W,F,9,GO,,1,11,2,3,5,1W,F,8,GO,,3,23,3,2,,5,,,6,?,Bunker,3,10,3,2,3,1W,F,9,GO,,1,8,1,2,6,1W,F,0,←,1 WH,2,8,2,4,7,3U,?,6,LOB,,3,2,1,6,7,1W,F,6,GO,2nd OB,1,2,2,5,5,1W,F,6,?,,5,1,1,4,5,1W,F,4,GO,,2,10,3,2,2,,,7,GO,,3,18,1,1,5,1W,F,9,↑,,1,1.5,1,4
6/5/2022,月例入賞圏外。5位は72.2であと0.8ポイント足らず。アプローチがよいせいか29パット,0 ,0 ,0 ,78 ,39 ,39 ,-1 ,0,0,1,0,1,2,3,1,,4,4U,F,8,?,,2,3,1,3,5,1W,F,4,←,,3,10,2,3,4,4U,→,9,↑,,3,1.5,1,3,3,,,6i,↓,,1,0.5,1,2,5,1W,←,0,↓,,2,2,1,4,6,1W,F,0,↑,,2,1,1,5,3,,,0,GO,,3,4,2,1,5,1W,F,9,GO,,2,11,2,3,4,1W,F,9,GO,,2,13,2,2,s,4,,,5U,↑,,1,0.5,1,3,4,1W,F,8,GO,,3,11,2,2,4,1W,F,7,GO,,3,8,2,2,3,3U,F,7,GO,,2,9,1,2,6,1W,F,4,GO,,3,2,2,4,6,1W,F,9,←,,3,2,2,4,4,1W,F,4,GO,,2,6,2,2,3,,,8,GO,,1,6,2,1,5,1W,→,9,GO,,3,9,2,3
5/28/2022,"#1,OB未カウントであれば、すべてParOn。とにかくPatt不調2pattのworst残り１#16、３Patt残り8yard#15",2 ,0 ,2 ,79 ,39 ,40 ,7 ,1,0,0,0,1,0,1,1,,4,4U,F,8,GO,,2,5,1,3,4,1W,F,P,GO,,4,13,2,2,4,4U,→,P,GO,,3,22,2,2,3,,,6i,GO,,3,20,2,1,4,1W,↑,4,GO,,2,7,2,2,9,3U,ROB,0,GO,,2,16,2,7,3,,,0,GO,,4,7,2,1,5,1W,→,0,GO,,4,6,2,3,3,1W,F,7,GO,,3,4,1,2,s,4,,,5U,GO,,3,13,3,1,4,1W,F,9,GO,,2,7,2,2,4,1W,F,7,GO,,2,30,2,2,4,3U,F,9,GO,,3,2,2,2,5,1W,F,7,GO,,1,1.5,2,3,5,1W,F,9,GO,,1,8,3,2,5,1W,→,P,GO,,3,13,3,2,3,,,8,GO,,1,20,2,1,6,1W,→,6,?,,3,5,2,4
5/21/2022,途中一時雨。3パット4回は、長い距離も残っていたからか。,2 ,1 ,3 ,88 ,40 ,48 ,5 ,2,0,2,0,4,2,6,1,,4,4U,→,0,GO,,1,2,1,3,4,1W,→,0,GO,,3,22,2,2,4,4U,F,0,GO,,1,8,2,2,4,,,5U,↑,Bunker,2,15,2,2,4,1W,↑,0,GO,,2,16,2,2,7,1W,ROB,0,GO,,2,8,2,5,3,,,0,GO,,1,5,2,1,5,1W,F,P,↑,,3,3,1,4,5,1W,?,8,GO,Bunker,1,6,3,2,,5,,,5U,↓,,2,16,3,2,5,1W,→,7,←,,3,2,2,3,5,1W,→,8,GO,1 penalty,3,3,1,4,7,3U,LOB,5U,↓,,3,13,2,5,6,1W,F,8,GO,,2,20,3,3,5,1W,F,4,?,,1,0.4,1,4,5,1W,F,4,GO,,2,20,3,2,6,,,7,LOB,,2,3,2,4,4,1W,F,9,GO,,1,7,1,3
